zip,price_to_income_ratio,annual_rent_to_income_ratio,rent_to_home_value_ratio,affordability_index,affordability_tier
71913,4.67669961410608,0.2411993582769367,0.051574695443218105,34.453063504174615,2
71921,3.4814469167201394,0.21967506396788083,0.06309878312745783,45.94029779054714,4
71923,3.614468623801385,0.21967506396788083,0.0607765862238543,44.31541371888675,4
71929,4.225340348913561,0.2101074413052129,0.049725566216041434,38.17890901609421,3
71933,4.3197762497903724,0.2411993582769367,0.05583607676176318,37.19759988197265,3
71937,3.3846056407619445,0.2221717682511507,0.06564184777554624,47.17799866724923,4
71943,3.8272414013338567,0.21442495126705652,0.056025980277158875,41.97950455852798,3
71949,2.7207119578334567,0.2411993582769367,0.08865302980070236,57.84001380193015,4
71953,3.898407855686231,0.2221717682511507,0.05699038594104262,41.187630146492715,3
71956,2.0437192209959187,0.2411993582769367,0.11801981201674001,75.60228889054301,5
71957,4.942830797206611,0.22418954206738426,0.04535650748839767,32.729214276203926,2
71958,3.2013202839339665,0.21442495126705652,0.0669801620110184,49.83648274078213,4
71959,2.8799674233669728,0.21442495126705652,0.0744539502521081,55.13437686705681,4
71964,4.601808713061438,0.2411993582769367,0.052414033984579604,34.994829867276344,2
71968,4.978857734625286,0.2411993582769367,0.0484447178716364,32.42758353671513,2
71971,4.581095650468955,0.23639121898982687,0.05160145891422899,35.171465916823095,2
72002,3.349218558632248,0.18794035720137636,0.05611468881807682,47.968365176459436,4
72006,1.3754841354526965,0.21286889211417515,0.15475924921817885,109.83723857451287,5
72007,3.596248641414053,0.202179852522107,0.0562196535005459,44.670354820182105,4
7201,5.205317471220011,0.2785263157894737,0.053508036220544536,30.915714092798744,2
72010,3.084740308931517,0.2064758329422806,0.06693459165572323,51.72143097751734,4
72011,3.2756408164178548,0.18794035720137636,0.05737514206667582,49.006139977399904,4
72012,4.089776230091373,0.2064758329422806,0.050485850894015194,39.42508649536307,3
72013,4.818258552307385,0.23072889355007867,0.047886366214114094,33.5205266045481,2
72015,2.730717924085954,0.18794035720137636,0.06882452249779156,58.3564411159221,4
72016,4.274564748151257,0.25498332715820676,0.05965129602224101,37.499078744841704,3
72019,3.8938517202954945,0.18794035720137636,0.048265925541487766,41.46818653414617,3
7202,5.241550557663265,0.2785263157894737,0.053138153057068566,30.70931584598899,2
72020,3.132996879483112,0.2518543251687376,0.08038767188631514,50.491283782207574,4
72021,1.846706189796212,0.2527162207437898,0.1368470101741943,82.70544721241748,5
72022,3.393234656043036,0.18794035720137636,0.05538678466184826,47.36829034467753,4
72023,3.5904359086129323,0.202179852522107,0.05631067025513727,44.740057190525576,4
72024,2.426834286215208,0.202179852522107,0.08331011872978705,65.06297228560041,4
72025,3.09771607510706,0.25498332715820676,0.08231333052348715,51.004196741442684,4
7203,5.28162953625864,0.2785263157894737,0.052734920894655174,30.484196515093853,2
72031,3.729992572522233,0.23072889355007867,0.06185773538794449,42.91316720585463,3
72032,3.530674108590496,0.22463401498212915,0.06362354838572365,45.28456221063503,4
72034,4.427885559982517,0.22463401498212915,0.05073166682813186,36.40885030405231,3
72039,3.1284094254391173,0.22463401498212915,0.07180454487685815,50.84144468900089,4
7204,5.602478325441876,0.2785263157894737,0.04971484039922741,28.794399886144213,2
72042,1.9893281493907093,0.18849987222080244,0.09475554461868753,78.80240278329701,5
72044,6.010713490953695,0.21712769988632058,0.03612344860774088,27.07620931819051,2
72045,4.866225765282617,0.2064758329422806,0.042430385046117784,33.30751121511184,2
72046,1.8123566416574421,0.202179852522107,0.11155632830479151,85.59548461060281,5
7205,5.362430162892273,0.2785263157894737,0.05194031573909545,30.040236276522805,2
72058,4.458518060291314,0.22463401498212915,0.050383112044061526,36.16683038484334,3
